Date,Close,High,Low,Open,Volume,return_1d,y
2010-01-04,85.51565551757812,85.56092800032499,84.14233455728464,84.79126700898765,118944600,0.0026470490622112486,1
2010-01-05,85.74201965332031,85.77975055845255,85.15345437759575,85.46283168028206,111579900,0.000703838222917863,1
2010-01-06,85.8023681640625,86.01364737029019,85.59108895783481,85.65899766401088,116074400,0.004221215035574488,1
2010-01-07,86.16455841064453,86.27019800543312,85.4024392565902,85.64390200995355,131091100,0.003327766542961186,1
2010-01-08,86.4512939453125,86.48902483941386,85.76463657669201,85.93818487293542,126402800,0.0013963921667190515,1
2010-01-11,86.57201385498047,86.87383793007112,86.20226957622157,86.8361127991474,106375700,-0.00932611637777081,0
2010-01-12,85.76463317871094,86.1796442127523,85.43261974593709,85.99854859347836,163333500,0.008446233554677107,1
2010-01-13,86.48902130126953,86.73048404563225,85.545806556583,85.98345382285385,161822000,0.0027045887768033516,1
2010-01-14,86.72293853759766,86.88139792720277,86.33810530174176,86.39092509827681,115718800,-0.011224120034320606,0
2010-01-15,85.74954986572266,86.65503383883663,85.41753638901507,86.57203622658643,212283100,0.012495901681278232,1
2010-01-19,86.8210678100586,86.87388762910928,85.71184585306575,85.73448785288333,139172700,-0.010169149557932022,0
2010-01-20,85.93817138671875,86.36072970109652,85.2515141258549,86.23245389236402,216490200,-0.01922898684740393,0
2010-01-21,84.2856674194336,86.22491670738452,84.18002782841104,85.96081772982816,344859600,-0.022291667854719255,0
2010-01-22,82.40679931640625,84.31586536735463,82.31624861282687,83.90839583663778,345942400,0.005128029934385214,1
2010-01-25,82.82938385009766,83.31231533108732,82.55774316762603,83.16139744423782,186937500,-0.004190809785703853,0
2010-01-26,82.48226165771484,83.35756792172538,82.27852975525853,82.50489789610695,211168800,0.00475704864854376,1
2010-01-27,82.8746337890625,83.06327676549745,81.74277593045284,82.3766135679494,271863600,-0.011472174474045804,0
2010-01-28,81.92388153076172,83.1915627167222,81.42586700605982,83.14629023909316,316104000,-0.010868857648222097,0
2010-01-29,81.03346252441406,82.85198326700814,80.90518670421905,82.27850710558968,310677600,0.015550664716607931,1
2010-02-01,82.29358673095703,82.30113405980173,81.11645673588946,81.60692948614266,187865000,0.012103684413267368,1
2010-02-02,83.28964233398438,83.44810173850887,82.1577845100152,82.44452550985375,216327900,-0.004982714936603072,0
2010-02-03,82.8746337890625,83.36510667917872,82.63317100950285,82.91235893019343,172730700,-0.030865881878130996,0
2010-02-04,80.31663513183594,82.2709735956824,80.3015404699093,82.23324845471932,356715700,0.002067204179016402,1
2010-02-05,80.482666015625,80.64866704812972,78.91315460616559,80.40720419720738,493585800,-0.007219435655848372,0
2010-02-08,79.90162658691406,80.98821208149037,79.84125944678708,80.54301161921306,224166900,0.012560458617536074,1
2010-02-09,80.90522766113281,81.60697999799662,80.18838065723652,80.83731317334409,337820500,-0.0019590906047578516,0
2010-02-10,80.7467269897461,81.19192157221096,80.06761124308922,80.77691055147814,240511500,0.010466252851690339,1
2010-02-11,81.59184265136719,81.68239333541008,80.17324980958264,80.6410863750824,223591600,-0.0008319302633544856,0
2010-02-12,81.52396392822266,81.56923640842564,80.36946962762426,80.7316609831037,304622100,0.015734673940193122,1
2010-02-16,82.80671691894531,82.88972028672012,81.35794028366493,82.14269573367345,159317500,0.004738593736554053,1
2010-02-17,83.19910430908203,83.31229125227382,82.80672367360742,83.20664588354829,168845100,0.0058955130332460914,1
2010-02-18,83.68960571289062,83.86315409552375,83.03312582445422,83.06330940337499,193708600,0.002073411001768166,1
2010-02-19,83.86312866210938,84.18759484094456,83.27456344397285,83.47075376899413,222684900,0.00017976533709451736,1
2010-02-22,83.87820434570312,84.19512312115315,83.62919426916697,84.17248688818187,132346900,-0.01214471346589674,0
2010-02-23,82.85952758789062,83.9083819302493,82.64070107486909,83.6518302813505,207497000,0.0091977727860173,1
2010-02-24,83.62165069580078,83.75747385665619,82.89726242354735,83.10854161667214,176350700,-0.001353684431223967,0
2010-02-25,83.50845336914062,83.56882049020878,82.20304747836374,82.429415546981,259634700,0.0006327645213335398,1
2010-02-26,83.56129455566406,83.84803557569143,83.08591630862021,83.58393079262896,173589300,0.010384708724345826,1
2010-03-01,84.4290542602539,84.5120576345563,83.88576154006628,83.90839777725293,147709700,0.0027705774792534665,1
2010-03-02,84.66297149658203,85.07044104527114,84.51205940755369,84.791253104876,160992400,0.0008909659370213152,1
2010-03-03,84.7384033203125,85.24396497232591,84.52711841072056,84.88176802709346,150785000,0.003027595987766807,1
2010-03-04,84.99495697021484,85.11569120716223,84.53466776647218,84.85158650307115,135770400,0.014293576234156946,1
2010-03-05,86.2098388671875,86.27774757430511,85.34208003792675,85.54581767313296,176118800,0.00017504895706932366,1
2010-03-08,86.22492980957031,86.41357278747925,86.07401773001389,86.21738823544126,114631200,0.0016628510077356662,1
2010-03-09,86.3683090209961,86.76823125336726,85.92311431157987,85.96838678862494,154556700,0.004455823244747803,1
2010-03-10,86.7531509399414,86.98706643708114,86.33059242719143,86.40604848204994,186088800,0.004174864120361832,1
2010-03-11,87.1153335571289,87.13797555254772,86.28530552318836,86.54940456713389,160791100,8.635199683748596e-05,1
2010-03-12,87.12285614013672,87.50768935595427,86.88139340327439,87.49259469662964,162074800,0.0002599968982519574,1
2010-03-15,87.1455078125,87.20587494664277,86.4739392767103,86.971959497998,146816800,0.007966146329437374,1
2010-03-16,87.8397216796875,87.92271929612973,87.14551112451531,87.38697391333655,168673000,0.005926957001485489,1
2010-03-17,88.36034393310547,88.64708486033949,87.84723495255133,88.10379232129097,177468100,-0.0005119341795458698,0
2010-03-18,88.31510925292969,88.48865759235579,87.96045948506644,88.36792906365862,196509100,-0.005062183181609559,0
2010-03-19,87.8680419921875,88.86817812561529,87.527082944949,87.8680419921875,226641100,0.005346425817744915,1
2010-03-22,88.33782196044922,88.49693969166806,87.31495611775573,87.36799343461735,184477800,0.007033224612788214,1
2010-03-23,88.95912170410156,89.03488847143055,88.17870723677493,88.46662904551242,182941600,-0.004854867689246589,0
